Sexo;Categoria;Tempo Final;Ritmo;Distancia
Feminino;35-39;0:34:52.37;06:58;5
Feminino;60-64;0:34:53.12;06:59;5
Feminino;40-44;0:34:53.83;06:59;5
Feminino;18-24;0:34:54.57;06:59;5
Feminino;35-39;0:34:56.43;06:59;5
Masculino;40-44;0:34:57.08;06:59;5
Feminino;25-34;0:34:58.28;06:59;5
Feminino;55-59;0:34:58.58;06:59;5
Masculino;25-34;0:34:59.03;07:00;5
Masculino;25-34;0:34:59.56;07:00;5
Feminino;35-39;0:34:59.64;07:00;5
Masculino;55-59;0:34:59.78;07:00;5
Feminino;25-34;0:35:00.70;07:00;5
Feminino;40-44;0:35:01.64;07:00;5
Feminino;40-44;0:35:01.66;07:00;5
Masculino;25-34;0:35:02.51;07:01;5
Feminino;35-39;0:35:03.82;07:01;5
Masculino;25-34;0:35:04.44;07:01;5
Feminino;45-49;0:35:04.60;07:01;5
Feminino;18-24;0:35:04.66;07:01;5
Feminino;60-64;0:35:04.67;07:01;5
Feminino;40-44;0:35:05.83;07:01;5
Masculino;40-44;0:35:08.13;07:02;5
Feminino;35-39;0:35:08.26;07:02;5
Masculino;40-44;0:35:08.58;07:02;5
Feminino;55-59;0:35:09.21;07:02;5
Masculino;45-49;0:35:10.30;07:02;5
Feminino;40-44;0:35:12.24;07:02;5
Masculino;35-39;0:35:12.43;07:02;5
Feminino;70-74;0:35:18.92;07:04;5
Feminino;45-49;0:35:19.12;07:04;5
Feminino;45-49;0:35:19.29;07:04;5
Masculino;25-34;0:35:19.43;07:04;5
Feminino;25-34;0:35:19.52;07:04;5
Masculino;50-54;0:35:21.13;07:04;5
Feminino;35-39;0:35:22.00;07:04;5
Feminino;18-24;0:35:23.12;07:05;5
Masculino;60-64;0:35:23.17;07:05;5
Feminino;35-39;0:35:24.87;07:05;5
Feminino;40-44;0:35:26.05;07:05;5
Feminino;25-34;0:35:29.75;07:06;5
Feminino;35-39;0:35:29.88;07:06;5
Feminino;25-34;0:35:29.96;07:06;5
Feminino;55-59;0:35:32.59;07:07;5
Feminino;25-34;0:35:34.66;07:07;5
Feminino;25-34;0:35:34.78;07:07;5
Masculino;40-44;0:35:34.90;07:07;5
Masculino;50-54;0:35:35.56;07:07;5
Feminino;25-34;0:35:36.20;07:07;5
Feminino;55-59;0:35:38.41;07:08;5
Feminino;60-64;0:35:38.73;07:08;5
Feminino;35-39;0:35:39.09;07:08;5
Feminino;35-39;0:35:42.16;07:08;5
Feminino;25-34;0:35:42.60;07:08;5
Feminino;35-39;0:35:43.77;07:08;5
Masculino;40-44;0:35:43.83;07:08;5
Feminino;45-49;0:35:44.26;07:09;5
Feminino;60-64;0:35:44.32;07:09;5
Masculino;45-49;0:35:47.66;07:10;5
Feminino;18-24;0:35:47.69;07:10;5
Feminino;25-34;0:35:48.08;07:10;5
Feminino;25-34;0:35:48.79;07:10;5
Feminino;18-24;0:35:49.86;07:10;5
Feminino;50-54;0:35:50.46;07:10;5
Feminino;35-39;0:35:53.01;07:11;5
Feminino;35-39;0:35:53.25;07:11;5
Masculino;25-34;0:35:54.52;07:11;5
Feminino;25-34;0:35:56.40;07:11;5
Masculino;35-39;0:35:56.84;07:11;5
Feminino;40-44;0:35:57.23;07:11;5
Masculino;35-39;0:35:58.39;07:11;5
Feminino;40-44;0:35:59.50;07:12;5
Feminino;25-34;0:36:00.25;07:12;5
Feminino;55-59;0:36:02.84;07:13;5
Masculino;18-24;0:36:04.48;07:13;5
Feminino;50-54;0:36:04.51;07:13;5
Feminino;60-64;0:36:04.56;07:13;5
Feminino;25-34;0:36:04.73;07:13;5
Masculino;55-59;0:36:05.15;07:13;5
Masculino;35-39;0:36:05.17;07:13;5
Feminino;25-34;0:36:05.18;07:13;5
Feminino;18-24;0:36:05.36;07:13;5
Feminino;50-54;0:36:05.42;07:13;5
Feminino;40-44;0:36:06.38;07:13;5
Feminino;60-64;0:36:08.93;07:14;5
Feminino;45-49;0:36:10.52;07:14;5
Feminino;50-54;0:36:12.50;07:14;5
Feminino;40-44;0:36:14.41;07:15;5
Masculino;70-74;0:36:14.76;07:15;5
Feminino;25-34;0:36:15.29;07:15;5
Masculino;25-34;0:36:15.38;07:15;5
Feminino;35-39;0:36:15.43;07:15;5
Feminino;25-34;0:36:15.65;07:15;5
Feminino;50-54;0:36:18.70;07:16;5
Masculino;35-39;0:36:19.72;07:16;5
Masculino;45-49;0:36:21.50;07:16;5
Feminino;55-59;0:36:22.19;07:16;5
Feminino;25-34;0:36:23.79;07:17;5
Feminino;25-34;0:36:23.97;07:17;5
Masculino;25-34;0:36:24.83;07:17;5
Masculino;60-64;0:36:25.04;07:17;5
Feminino;50-54;0:36:26.49;07:17;5
Feminino;40-44;0:36:27.59;07:17;5
Masculino;18-24;0:36:31.34;07:18;5
Masculino;45-49;0:36:32.27;07:19;5
Feminino;25-34;0:36:36.40;07:19;5
Feminino;40-44;0:36:37.40;07:19;5
Masculino;25-34;0:36:38.53;07:20;5
Masculino;45-49;0:36:38.82;07:20;5
Feminino;18-24;0:36:38.96;07:20;5
Feminino;60-64;0:36:39.47;07:20;5
Feminino;55-59;0:36:39.95;07:20;5
Masculino;35-39;0:36:40.74;07:20;5
Masculino;60-64;0:36:40.76;07:20;5
Feminino;40-44;0:36:41.16;07:20;5
Feminino;45-49;0:36:41.56;07:20;5
Feminino;40-44;0:36:42.36;07:20;5
Feminino;35-39;0:36:44.42;07:21;5
Feminino;25-34;0:36:44.82;07:21;5
Feminino;45-49;0:36:44.92;07:21;5
Feminino;60-64;0:36:45.20;07:21;5
;;0:36:45.70;07:21;5
Feminino;50-54;0:36:46.20;07:21;5
Masculino;25-34;0:36:47.82;07:22;5
Feminino;35-39;0:36:48.25;07:22;5
Feminino;60-64;0:36:48.55;07:22;5
Feminino;45-49;0:36:51.21;07:22;5
Feminino;25-34;0:36:51.32;07:22;5
Feminino;40-44;0:36:52.36;07:22;5
Feminino;40-44;0:36:53.24;07:23;5
Masculino;60-64;0:36:53.69;07:23;5
Masculino;25-34;0:36:53.81;07:23;5
Feminino;35-39;0:36:53.97;07:23;5
Masculino;25-34;0:36:56.39;07:23;5
Feminino;40-44;0:36:56.69;07:23;5
Masculino;65-69;0:36:57.35;07:23;5
Feminino;50-54;0:36:57.89;07:23;5
Feminino;25-34;0:37:01.29;07:24;5
Masculino;25-34;0:37:01.39;07:24;5
Masculino;25-34;0:37:02.00;07:25;5
Feminino;40-44;0:37:02.93;07:25;5
Feminino;18-24;0:37:03.49;07:25;5
Feminino;25-34;0:37:03.69;07:25;5
Feminino;25-34;0:37:07.66;07:25;5
Feminino;60-64;0:37:13.39;07:26;5
Masculino;18-24;0:37:13.51;07:26;5
Feminino;18-24;0:37:14.04;07:27;5
Feminino;45-49;0:37:14.22;07:27;5
Masculino;35-39;0:37:14.71;07:27;5
Feminino;40-44;0:37:16.72;07:27;5
Feminino;65-69;0:37:17.29;07:28;5
Feminino;35-39;0:37:17.66;07:28;5
Masculino;FF;0:37:18.50;07:28;5
Feminino;35-39;0:37:19.18;07:28;5
Feminino;65-69;0:37:22.82;07:28;5
Masculino;45-49;0:37:24.00;07:29;5
Masculino;25-34;0:37:24.04;07:29;5
Feminino;45-49;0:37:25.64;07:29;5
Masculino;25-34;0:37:28.45;07:29;5
Feminino;25-34;0:37:29.34;07:30;5
Feminino;50-54;0:37:29.69;07:30;5
Masculino;35-39;0:37:29.80;07:30;5
Masculino;25-34;0:37:30.00;07:30;5
Feminino;50-54;0:37:30.67;07:30;5
Feminino;50-54;0:37:30.89;07:30;5
Feminino;25-34;0:37:31.96;07:30;5
Masculino;25-34;0:37:33.92;07:31;5
Feminino;45-49;0:37:35.95;07:31;5
Feminino;55-59;0:37:36.17;07:31;5
Feminino;35-39;0:37:37.95;07:31;5
Feminino;25-34;0:37:39.08;07:32;5
Masculino;40-44;0:37:40.19;07:32;5
Feminino;25-34;0:37:40.39;07:32;5
Masculino;35-39;0:37:41.71;07:32;5
Feminino;25-34;0:37:44.64;07:33;5
Feminino;25-34;0:37:45.27;07:33;5
Feminino;45-49;0:37:45.42;07:33;5
Feminino;35-39;0:37:46.45;07:33;5
Masculino;35-39;0:37:48.34;07:34;5
Masculino;55-59;0:37:49.89;07:34;5
Feminino;25-34;0:37:50.12;07:34;5
Masculino;25-34;0:37:51.14;07:34;5
Masculino;35-39;0:37:51.47;07:34;5
Feminino;50-54;0:37:52.39;07:34;5
Feminino;40-44;0:37:52.40;07:34;5
Masculino;65-69;0:37:55.71;07:35;5
Feminino;25-34;0:37:57.44;07:35;5
Feminino;35-39;0:37:57.45;07:35;5
Feminino;35-39;0:37:57.51;07:35;5
Masculino;50-54;0:38:02.10;07:37;5
Feminino;25-34;0:38:02.66;07:37;5
Masculino;45-49;0:38:03.53;07:37;5
Feminino;45-49;0:38:03.67;07:37;5
Feminino;45-49;0:38:03.71;07:37;5
Feminino;25-34;0:38:05.33;07:37;5
Feminino;25-34;0:38:05.84;07:37;5
Feminino;25-34;0:38:06.57;07:37;5
Feminino;25-34;0:38:06.85;07:37;5
Feminino;40-44;0:38:07.84;07:37;5
Feminino;60-64;0:38:09.64;07:38;5
Feminino;65-69;0:38:10.97;07:38;5
Feminino;50-54;0:38:12.02;07:38;5
Feminino;55-59;0:38:15.36;07:39;5
Feminino;25-34;0:38:16.85;07:39;5
Feminino;35-39;0:38:17.14;07:40;5
Feminino;45-49;0:38:18.05;07:40;5
Masculino;45-49;0:38:23.68;07:41;5
Feminino;55-59;0:38:23.87;07:41;5
Feminino;25-34;0:38:23.92;07:41;5
Feminino;40-44;0:38:24.01;07:41;5
Feminino;25-34;0:38:24.17;07:41;5
Feminino;25-34;0:38:25.10;07:41;5
Feminino;35-39;0:38:25.45;07:41;5
Feminino;25-34;0:38:26.17;07:41;5
Masculino;25-34;0:38:26.82;07:41;5
Masculino;65-69;0:38:27.35;07:41;5
Feminino;25-34;0:38:28.69;07:41;5
Feminino;18-24;0:38:30.98;07:42;5
Masculino;18-24;0:38:33.89;07:43;5
Feminino;18-24;0:38:34.13;07:43;5
Masculino;60-64;0:38:35.62;07:43;5
Masculino;40-44;0:38:38.66;07:44;5
Feminino;40-44;0:38:40.61;07:44;5
Feminino;25-34;0:38:42.20;07:44;5
Feminino;25-34;0:38:42.27;07:44;5
Masculino;25-34;0:38:42.40;07:44;5
Feminino;25-34;0:38:42.47;07:44;5
Feminino;50-54;0:38:42.71;07:44;5
Feminino;40-44;0:38:44.33;07:45;5
Feminino;50-54;0:38:48.44;07:46;5
Masculino;25-34;0:38:48.46;07:46;5
Feminino;35-39;0:38:51.48;07:46;5
Feminino;40-44;0:38:52.23;07:46;5
Masculino;55-59;0:38:52.76;07:46;5
Feminino;40-44;0:38:54.06;07:47;5
Feminino;50-54;0:38:55.95;07:47;5
Feminino;18-24;0:38:58.02;07:47;5
Feminino;18-24;0:39:00.12;07:48;5
Masculino;25-34;0:39:00.17;07:48;5
Feminino;60-64;0:39:00.66;07:48;5
Feminino;50-54;0:39:01.07;07:48;5
Masculino;35-39;0:39:01.17;07:48;5
Feminino;25-34;0:39:01.77;07:48;5
Masculino;45-49;0:39:02.65;07:49;5
Feminino;50-54;0:39:02.93;07:49;5
Masculino;45-49;0:39:03.47;07:49;5
Masculino;40-44;0:39:03.97;07:49;5
Feminino;18-24;0:39:06.56;07:49;5
Masculino;40-44;0:39:06.67;07:49;5
Masculino;55-59;0:39:09.94;07:50;5
Feminino;25-34;0:39:11.38;07:50;5
Masculino;25-34;0:39:11.39;07:50;5
Feminino;50-54;0:39:12.87;07:50;5
Masculino;40-44;0:39:13.54;07:50;5
Feminino;65-69;0:39:14.09;07:51;5
Feminino;40-44;0:39:14.51;07:51;5
Masculino;25-34;0:39:14.73;07:51;5
Feminino;25-34;0:39:15.26;07:51;5
Feminino;25-34;0:39:17.10;07:52;5
Masculino;35-39;0:39:17.13;07:52;5
Masculino;25-34;0:39:17.29;07:52;5
Masculino;40-44;0:39:17.63;07:52;5
Feminino;18-24;0:39:20.27;07:52;5
Masculino;40-44;0:39:23.89;07:53;5
Feminino;55-59;0:39:26.39;07:53;5
Feminino;25-34;0:39:28.42;07:53;5
Feminino;35-39;0:39:28.73;07:53;5
Masculino;25-34;0:39:29.24;07:54;5
Feminino;40-44;0:39:29.44;07:54;5
Feminino;25-34;0:39:29.66;07:54;5
Masculino;40-44;0:39:30.12;07:54;5
Masculino;25-34;0:39:30.37;07:54;5
Feminino;25-34;0:39:30.99;07:54;5
Feminino;25-34;0:39:31.39;07:54;5
Feminino;40-44;0:39:33.01;07:55;5
Masculino;40-44;0:39:34.25;07:55;5
Feminino;18-24;0:39:34.29;07:55;5
Feminino;45-49;0:39:35.55;07:55;5
Feminino;25-34;0:39:35.73;07:55;5
Feminino;40-44;0:39:36.73;07:55;5
Feminino;18-24;0:39:37.10;07:55;5
Feminino;25-34;0:39:37.44;07:55;5
Feminino;40-44;0:39:37.90;07:55;5
Feminino;50-54;0:39:39.67;07:56;5
Feminino;40-44;0:39:41.27;07:56;5
Masculino;70-74;0:39:45.88;07:57;5
Feminino;25-34;0:39:46.40;07:57;5
Masculino;25-34;0:39:47.75;07:58;5
Feminino;35-39;0:39:50.15;07:58;5
Feminino;25-34;0:39:50.66;07:58;5
Feminino;35-39;0:39:52.82;07:58;5
Masculino;75+;0:39:53.34;07:59;5
Masculino;50-54;0:39:54.83;07:59;5
Masculino;70-74;0:39:55.88;07:59;5
Masculino;40-44;0:39:58.96;07:59;5
Masculino;35-39;0:40:00.80;08:00;5
Feminino;55-59;0:40:00.82;08:00;5
Feminino;25-34;0:40:01.49;08:00;5
Feminino;55-59;0:40:02.49;08:01;5
Feminino;35-39;0:40:02.97;08:01;5
Masculino;25-34;0:40:05.59;08:01;5
Masculino;45-49;0:40:06.88;08:01;5
Feminino;50-54;0:40:11.38;08:02;5
Masculino;25-34;0:40:11.99;08:02;5
Feminino;50-54;0:40:14.09;08:03;5
Feminino;50-54;0:40:16.34;08:03;5
Feminino;25-34;0:40:16.78;08:03;5
Masculino;55-59;0:40:18.04;08:04;5
Feminino;5K-PRFF;0:40:19.16;08:04;5
Feminino;25-34;0:40:19.95;08:04;5
Feminino;45-49;0:40:20.34;08:04;5
Feminino;55-59;0:40:20.44;08:04;5
Masculino;FF;0:40:20.95;08:04;5
Masculino;25-34;0:40:22.85;08:04;5
Masculino;35-39;0:40:24.01;08:05;5
Feminino;55-59;0:40:26.47;08:05;5
Feminino;35-39;0:40:28.69;08:05;5
Feminino;25-34;0:40:29.99;08:06;5
Masculino;25-34;0:40:30.59;08:06;5
Feminino;50-54;0:40:31.14;08:06;5
Feminino;25-34;0:40:33.53;08:07;5
Masculino;25-34;0:40:35.29;08:07;5
Feminino;25-34;0:40:38.51;08:08;5
Masculino;25-34;0:40:39.09;08:08;5
Feminino;55-59;0:40:40.20;08:08;5
Masculino;50-54;0:40:40.53;08:08;5
Feminino;35-39;0:40:43.54;08:08;5
Feminino;25-34;0:40:43.57;08:08;5
Feminino;25-34;0:40:49.42;08:10;5
Feminino;45-49;0:40:49.50;08:10;5
Masculino;55-59;0:40:50.74;08:10;5
Feminino;25-34;0:40:53.32;08:11;5
Feminino;25-34;0:40:53.66;08:11;5
Feminino;25-34;0:40:55.52;08:11;5
Feminino;35-39;0:40:55.64;08:11;5
Feminino;60-64;0:40:57.64;08:11;5
Feminino;25-34;0:40:58.32;08:11;5
Feminino;60-64;0:40:58.47;08:11;5
Masculino;35-39;0:40:59.08;08:12;5
Masculino;35-39;0:41:03.39;08:13;5
Masculino;35-39;0:41:08.21;08:14;5
Feminino;25-34;0:41:08.31;08:14;5
Masculino;65-69;0:41:09.12;08:14;5
Feminino;40-44;0:41:11.17;08:14;5
Masculino;25-34;0:41:12.24;08:14;5
Feminino;25-34;0:41:14.40;08:15;5
Feminino;25-34;0:41:14.59;08:15;5
Feminino;25-34;0:41:17.40;08:16;5
Feminino;60-64;0:41:18.79;08:16;5
Feminino;18-24;0:41:18.97;08:16;5
Feminino;25-34;0:41:19.98;08:16;5
Feminino;40-44;0:41:20.49;08:16;5
Feminino;40-44;0:41:20.88;08:16;5
Masculino;45-49;0:41:21.08;08:16;5
Feminino;25-34;0:41:21.09;08:16;5
Feminino;18-24;0:41:22.19;08:16;5
Feminino;45-49;0:41:23.43;08:17;5
Feminino;60-64;0:41:23.50;08:17;5
Feminino;18-24;0:41:26.38;08:17;5
Masculino;40-44;0:41:27.44;08:17;5
Feminino;25-34;0:41:28.23;08:17;5
Feminino;25-34;0:41:28.30;08:17;5
Masculino;18-24;0:41:29.43;08:18;5
Feminino;25-34;0:41:29.52;08:18;5
Masculino;50-54;0:41:31.07;08:18;5
Masculino;25-34;0:41:31.23;08:18;5
Masculino;40-44;0:41:33.86;08:19;5
Feminino;40-44;0:41:39.76;08:20;5
Feminino;50-54;0:41:44.31;08:21;5
Feminino;45-49;0:41:45.50;08:21;5
Feminino;40-44;0:41:45.68;08:21;5
Feminino;60-64;0:41:48.58;08:22;5
Feminino;40-44;0:41:48.73;08:22;5
Feminino;50-54;0:41:51.34;08:22;5
Feminino;25-34;0:41:54.77;08:23;5
Masculino;65-69;0:41:55.15;08:23;5
Feminino;65-69;0:41:55.29;08:23;5
Masculino;18-24;0:41:55.73;08:23;5
Feminino;25-34;0:41:58.10;08:23;5
Feminino;50-54;0:41:58.73;08:23;5
Feminino;40-44;0:42:00.16;08:24;5
Feminino;50-54;0:42:03.39;08:25;5
Masculino;35-39;0:42:04.86;08:25;5
Masculino;60-64;0:42:04.88;08:25;5
Masculino;45-49;0:42:04.98;08:25;5
Feminino;25-34;0:42:09.07;08:26;5
Feminino;18-24;0:42:09.40;08:26;5
Feminino;40-44;0:42:09.45;08:26;5
Feminino;25-34;0:42:11.32;08:26;5
Feminino;50-54;0:42:11.61;08:26;5
Feminino;50-54;0:42:12.46;08:26;5
Feminino;40-44;0:42:14.37;08:27;5
Masculino;70-74;0:42:14.90;08:27;5
Feminino;25-34;0:42:19.08;08:28;5
Feminino;25-34;0:42:19.19;08:28;5
Feminino;25-34;0:42:25.54;08:29;5
Feminino;55-59;0:42:26.06;08:29;5
Masculino;40-44;0:42:27.15;08:29;5
Feminino;25-34;0:42:27.79;08:29;5
Feminino;25-34;0:42:28.01;08:29;5
Feminino;35-39;0:42:30.40;08:30;5
Masculino;40-44;0:42:32.36;08:31;5
Feminino;55-59;0:42:34.94;08:31;5
Feminino;35-39;0:42:37.25;08:31;5
Feminino;25-34;0:42:37.43;08:31;5
Feminino;70-74;0:42:39.11;08:32;5
Feminino;40-44;0:42:39.48;08:32;5
Feminino;65-69;0:42:40.72;08:32;5
Feminino;65-69;0:42:40.74;08:32;5
Masculino;35-39;0:42:41.72;08:32;5
Feminino;25-34;0:42:41.74;08:32;5
Feminino;25-34;0:42:42.18;08:32;5
Masculino;60-64;0:42:42.81;08:32;5
Feminino;65-69;0:42:43.18;08:32;5
Feminino;50-54;0:42:45.23;08:33;5
Feminino;50-54;0:42:45.27;08:33;5
Feminino;35-39;0:42:47.33;08:34;5
Masculino;50-54;0:42:49.25;08:34;5
Feminino;25-34;0:42:50.00;08:34;5
Feminino;25-34;0:42:51.03;08:34;5
Masculino;25-34;0:42:52.67;08:34;5
Masculino;60-64;0:42:53.98;08:35;5
Feminino;40-44;0:43:06.21;08:37;5
Masculino;55-59;0:43:07.61;08:37;5
Masculino;60-64;0:43:10.33;08:38;5
Feminino;25-34;0:43:14.86;08:39;5
Masculino;65-69;0:43:16.77;08:39;5
Feminino;50-54;0:43:18.70;08:40;5
Feminino;35-39;0:43:20.09;08:40;5
Feminino;25-34;0:43:23.00;08:41;5
Feminino;45-49;0:43:25.30;08:41;5
Feminino;55-59;0:43:27.10;08:41;5
Masculino;40-44;0:43:27.19;08:41;5
Masculino;FF;0:43:32.06;08:43;5
Feminino;55-59;0:43:35.63;08:43;5
Feminino;50-54;0:43:40.29;08:44;5
Feminino;50-54;0:43:41.66;08:44;5
Feminino;25-34;0:43:42.59;08:44;5
Feminino;40-44;0:43:42.77;08:44;5
Masculino;55-59;0:43:45.10;08:45;5
Feminino;40-44;0:43:45.10;08:45;5
Feminino;35-39;0:43:47.06;08:46;5
Feminino;50-54;0:43:49.38;08:46;5
Masculino;40-44;0:43:50.54;08:46;5
Feminino;25-34;0:43:50.96;08:46;5
Masculino;25-34;0:43:54.06;08:47;5
Feminino;25-34;0:44:05.66;08:49;5
Feminino;25-34;0:44:07.32;08:49;5
Masculino;60-64;0:44:07.77;08:49;5
Masculino;40-44;0:44:11.78;08:50;5
Feminino;18-24;0:44:16.89;08:51;5
Masculino;18-24;0:44:20.08;08:52;5
Feminino;70-74;0:44:22.93;08:52;5
Masculino;45-49;0:44:22.95;08:52;5
Feminino;35-39;0:44:27.71;08:53;5
Masculino;55-59;0:44:29.00;08:54;5
Feminino;35-39;0:44:35.54;08:55;5
Feminino;25-34;0:44:44.58;08:57;5
Feminino;40-44;0:44:45.57;08:57;5
Feminino;25-34;0:44:48.72;08:58;5
Feminino;65-69;0:44:51.37;08:58;5
Feminino;35-39;0:44:56.95;08:59;5
Feminino;25-34;0:44:57.01;08:59;5
Feminino;18-24;0:44:59.19;09:00;5
Masculino;25-34;0:45:01.03;09:00;5
Masculino;65-69;0:45:01.28;09:00;5
Masculino;45-49;0:45:01.45;09:00;5
Feminino;65-69;0:45:02.36;09:01;5
Feminino;35-39;0:45:02.86;09:01;5
Feminino;55-59;0:45:05.01;09:01;5
Feminino;60-64;0:45:07.23;09:01;5
Masculino;45-49;0:45:14.04;09:03;5
Feminino;35-39;0:45:14.10;09:03;5
Feminino;18-24;0:45:14.22;09:03;5
Masculino;FF;0:45:14.91;09:03;5
Feminino;45-49;0:45:16.06;09:03;5
Feminino;25-34;0:45:22.76;09:04;5
Feminino;25-34;0:45:25.34;09:05;5
Feminino;35-39;0:45:25.76;09:05;5
Masculino;35-39;0:45:29.01;09:06;5
Feminino;45-49;0:45:39.06;09:08;5
Feminino;35-39;0:45:40.73;09:08;5
Feminino;65-69;0:45:42.73;09:08;5
Feminino;45-49;0:45:48.27;09:10;5
Feminino;40-44;0:45:52.59;09:10;5
Masculino;25-34;0:46:00.11;09:12;5
Feminino;60-64;0:46:05.15;09:13;5
Feminino;65-69;0:46:12.00;09:14;5
Feminino;70-74;0:46:15.01;09:15;5
Masculino;40-44;0:46:18.70;09:16;5
Feminino;50-54;0:46:21.02;09:16;5
Feminino;65-69;0:46:22.14;09:16;5
Feminino;65-69;0:46:26.36;09:17;5
Feminino;60-64;0:46:28.80;09:17;5
Masculino;50-54;0:46:28.86;09:17;5
Feminino;40-44;0:46:28.96;09:17;5
Feminino;55-59;0:46:29.92;09:18;5
Feminino;50-54;0:46:30.03;09:18;5
Feminino;40-44;0:46:31.02;09:18;5
Feminino;18-24;0:46:34.25;09:19;5
Masculino;65-69;0:46:37.08;09:19;5
Feminino;50-54;0:46:37.20;09:19;5
Feminino;55-59;0:47:01.23;09:24;5
Feminino;35-39;0:47:04.55;09:25;5
Feminino;18-24;0:47:06.83;09:25;5
Masculino;35-39;0:47:07.88;09:25;5
Feminino;70-74;0:47:08.49;09:26;5
Feminino;25-34;0:47:08.80;09:26;5
Feminino;60-64;0:47:09.62;09:26;5
Feminino;25-34;0:47:12.16;09:26;5
Feminino;45-49;0:47:13.84;09:26;5
Feminino;65-69;0:47:15.74;09:27;5
Feminino;45-49;0:47:16.86;09:27;5
Feminino;40-44;0:47:18.86;09:28;5
Feminino;35-39;0:47:19.36;09:28;5
Feminino;35-39;0:47:19.50;09:28;5
Feminino;35-39;0:47:21.73;09:28;5
Masculino;65-69;0:47:22.01;09:28;5
Feminino;40-44;0:47:32.65;09:31;5
Feminino;35-39;0:47:35.13;09:31;5
Masculino;40-44;0:47:47.46;09:34;5
Feminino;35-39;0:48:01.36;09:36;5
Feminino;40-44;0:48:01.45;09:36;5
Feminino;25-34;0:48:05.69;09:37;5
Feminino;40-44;0:48:10.96;09:38;5
Feminino;50-54;0:48:13.40;09:38;5
Feminino;25-34;0:48:13.77;09:38;5
Feminino;55-59;0:48:28.44;09:41;5
Feminino;35-39;0:48:34.88;09:43;5
Feminino;55-59;0:48:35.38;09:43;5
Masculino;35-39;0:48:35.70;09:43;5
Feminino;65-69;0:48:36.55;09:43;5
Feminino;60-64;0:48:41.64;09:44;5
Feminino;50-54;0:48:58.13;09:47;5
Feminino;35-39;0:49:01.09;09:48;5
Feminino;25-34;0:49:16.65;09:51;5
Feminino;40-44;0:49:23.51;09:53;5
Masculino;25-34;0:49:28.18;09:53;5
Masculino;50-54;0:49:43.23;09:56;5
Feminino;70-74;0:49:48.00;09:58;5
Feminino;18-24;0:49:53.00;09:59;5
Feminino;55-59;0:50:07.00;10:01;5
Feminino;60-64;0:50:36.56;10:07;5
Masculino;25-34;0:50:37.15;10:07;5
Feminino;55-59;0:50:49.38;10:10;5
Feminino;25-34;0:50:55.67;10:11;5
Feminino;25-34;0:50:57.21;10:11;5
Feminino;55-59;0:51:09.49;10:14;5
Feminino;25-34;0:51:24.77;10:17;5
Feminino;50-54;0:51:32.61;10:19;5
Feminino;25-34;0:51:34.94;10:19;5
Feminino;45-49;0:51:36.92;10:19;5
Feminino;40-44;0:51:46.01;10:21;5
Feminino;55-59;0:51:57.01;10:23;5
Feminino;50-54;0:51:59.07;10:24;5
Feminino;35-39;0:52:26.48;10:29;5
Feminino;45-49;0:52:32.51;10:31;5
Masculino;70-74;0:52:33.31;10:31;5
Feminino;60-64;0:52:35.79;10:31;5
Feminino;18-24;0:52:53.86;10:35;5
Feminino;45-49;0:53:15.81;10:39;5
Masculino;45-49;0:53:17.43;10:40;5
Feminino;70-74;0:53:29.10;10:42;5
Feminino;40-44;0:53:36.52;10:43;5
Feminino;75+;0:53:43.19;10:44;5
Masculino;35-39;0:53:43.20;10:44;5
Feminino;55-59;0:53:43.68;10:44;5
Feminino;55-59;0:53:45.85;10:45;5
Feminino;35-39;0:54:38.25;10:56;5
Feminino;40-44;0:54:51.03;10:58;5
Masculino;45-49;0:54:54.05;10:59;5
Feminino;60-64;0:54:56.16;10:59;5
Feminino;65-69;0:55:06.54;11:01;5
Feminino;50-54;0:55:28.13;11:05;5
Feminino;40-44;0:55:32.95;11:07;5
Masculino;35-39;0:55:44.78;11:09;5
Feminino;60-64;0:55:49.10;11:10;5
Feminino;65-69;0:55:59.99;11:12;5
Feminino;60-64;0:56:01.75;11:12;5
Feminino;45-49;0:56:44.67;11:21;5
Feminino;60-64;0:56:50.28;11:22;5
Feminino;50-54;0:57:08.05;11:26;5
Feminino;55-59;0:57:08.75;11:26;5
Feminino;60-64;0:57:08.76;11:26;5
Feminino;55-59;0:57:23.33;11:29;5
Feminino;45-49;0:58:08.07;11:38;5
Feminino;60-64;0:58:11.23;11:38;5
Masculino;40-44;0:58:33.52;11:43;5
Masculino;45-49;0:59:21.57;11:52;5
Feminino;40-44;0:59:27.56;11:53;5
Feminino;65-69;0:59:31.06;11:54;5
Feminino;75+;0:59:37.31;11:55;5
Feminino;35-39;1:00:18.78;12:04;5
Feminino;35-39;1:00:21.93;12:04;5
Feminino;75+;1:00:27.80;12:05;5
Feminino;45-49;1:00:58.80;12:11;5
Feminino;45-49;1:01:47.05;12:22;5
Feminino;55-59;1:03:04.30;12:37;5
Masculino;50-54;1:03:21.86;12:40;5
Feminino;25-34;1:03:33.20;12:43;5
Feminino;60-64;1:04:18.21;12:52;5
Feminino;60-64;1:04:36.55;12:55;5
Feminino;65-69;1:04:59.84;13:00;5
Masculino;45-49;1:05:35.07;13:07;5
Masculino;45-49;1:05:44.83;13:09;5
Masculino;35-39;1:07:25.95;13:29;5
Feminino;18-24;1:08:56.22;13:47;5
