Sexo;Categoria;Tempo Final;Ritmo;Distancia
Masculino;35-39;1:09:29.68;13:54;5
Feminino;35-39;1:09:58.65;13:59;5
Feminino;60-64;1:11:30.69;14:18;5
Masculino;75+;1:11:30.79;14:18;5
Feminino;65-69;1:12:39.21;14:32;5
Masculino;40-44;1:13:37.94;14:43;5
Feminino;40-44;1:14:41.14;14:56;5
Feminino;45-49;1:16:08.96;15:14;5
Feminino;45-49;1:17:49.56;15:34;5
Feminino;25-34;1:20:06.33;16:01;5
Feminino;35-39;1:44:13.03;20:50;5
Feminino;35-39;1:47:00.92;21:24;5
Masculino;60-64;2:00:33.53;24:07;5
Masculino;10K-GM;0:33:11.52;03:19;10
Masculino;10K-GM;0:33:42.03;03:22;10
Masculino;10K-GM;0:34:37.18;03:28;10
Masculino;10K-GM;0:34:54.62;03:29;10
Masculino;10K-GM;0:35:29.89;03:33;10
Masculino;35-39;0:36:14.35;03:37;10
Masculino;25-34;0:36:33.71;03:40;10
Masculino;40-44;0:37:16.04;03:44;10
Masculino;25-34;0:37:34.52;03:46;10
Masculino;25-34;0:37:38.79;03:46;10
Masculino;35-39;0:38:11.51;03:49;10
Masculino;25-34;0:38:25.69;03:50;10
Masculino;25-34;0:38:39.22;03:52;10
Masculino;45-49;0:39:08.01;03:55;10
Masculino;50-54;0:39:14.19;03:55;10
Masculino;45-49;0:40:02.06;04:00;10
Masculino;40-44;0:40:15.34;04:02;10
Masculino;35-39;0:40:51.58;04:05;10
Feminino;10K-GF;0:41:05.38;04:07;10
Masculino;25-34;0:41:29.95;04:09;10
Masculino;25-34;0:41:34.30;04:10;10
Masculino;40-44;0:41:42.38;04:10;10
Masculino;40-44;0:41:51.14;04:11;10
Masculino;35-39;0:41:55.42;04:11;10
Masculino;35-39;0:42:02.83;04:12;10
Feminino;10K-GF;0:42:13.93;04:13;10
Masculino;60-64;0:42:15.70;04:13;10
Masculino;25-34;0:42:28.11;04:15;10
Masculino;45-49;0:42:41.44;04:16;10
Masculino;45-49;0:42:55.36;04:17;10
Masculino;40-44;0:42:56.42;04:17;10
Masculino;35-39;0:43:04.41;04:19;10
Masculino;35-39;0:43:38.67;04:22;10
Masculino;45-49;0:44:00.99;04:24;10
Masculino;55-59;0:44:07.21;04:25;10
Masculino;40-44;0:44:16.91;04:26;10
Masculino;25-34;0:44:46.09;04:29;10
Masculino;35-39;0:45:05.34;04:31;10
Masculino;40-44;0:45:12.39;04:31;10
Masculino;40-44;0:45:21.04;04:32;10
Masculino;25-34;0:45:22.74;04:32;10
Masculino;25-34;0:45:25.84;04:32;10
Masculino;25-34;0:45:35.28;04:34;10
Masculino;40-44;0:45:36.16;04:34;10
Masculino;45-49;0:45:38.05;04:34;10
Masculino;65-69;0:45:38.66;04:34;10
Masculino;35-39;0:45:48.63;04:35;10
Masculino;35-39;0:45:54.55;04:35;10
Masculino;50-54;0:45:57.13;04:36;10
Masculino;50-54;0:45:59.14;04:36;10
Masculino;10K-PRFM;0:46:03.22;04:36;10
Masculino;50-54;0:46:17.16;04:38;10
Feminino;10K-GF;0:46:23.27;04:38;10
Masculino;25-34;0:46:27.86;04:39;10
Masculino;40-44;0:46:29.25;04:39;10
Masculino;25-34;0:46:30.19;04:39;10
Masculino;25-34;0:46:31.13;04:39;10
Masculino;25-34;0:46:43.75;04:40;10
Masculino;55-59;0:46:47.02;04:41;10
Feminino;10K-GF;0:47:00.21;04:42;10
Masculino;45-49;0:47:01.32;04:42;10
Masculino;35-39;0:47:11.96;04:43;10
Masculino;40-44;0:47:21.24;04:44;10
Masculino;35-39;0:47:38.30;04:46;10
Masculino;35-39;0:47:38.85;04:46;10
Masculino;45-49;0:47:42.45;04:46;10
Feminino;10K-GF;0:47:42.90;04:46;10
Masculino;25-34;0:47:45.63;04:47;10
Masculino;10K-PRFM;0:47:47.05;04:47;10
Masculino;55-59;0:47:58.39;04:48;10
Masculino;65-69;0:47:58.78;04:48;10
Masculino;25-34;0:47:59.19;04:48;10
Masculino;55-59;0:48:01.24;04:48;10
Masculino;25-34;0:48:08.63;04:49;10
Masculino;10K-PRFM;0:48:20.57;04:50;10
Feminino;25-34;0:48:25.62;04:50;10
Masculino;40-44;0:48:25.64;04:50;10
Masculino;25-34;0:48:30.50;04:51;10
Masculino;50-54;0:48:33.26;04:51;10
Feminino;45-49;0:48:34.78;04:52;10
Masculino;18-24;0:48:38.24;04:52;10
Masculino;25-34;0:48:41.30;04:52;10
Masculino;45-49;0:48:46.94;04:53;10
Masculino;18-24;0:48:48.45;04:53;10
Masculino;35-39;0:48:48.83;04:53;10
Masculino;65-69;0:48:53.30;04:53;10
Masculino;40-44;0:48:56.48;04:53;10
Masculino;65-69;0:49:00.46;04:54;10
Masculino;45-49;0:49:02.49;04:54;10
Masculino;18-24;0:49:13.69;04:55;10
Masculino;35-39;0:49:16.34;04:56;10
Masculino;35-39;0:49:27.24;04:56;10
Masculino;35-39;0:49:33.94;04:58;10
Masculino;35-39;0:49:38.86;04:58;10
Masculino;25-34;0:49:40.93;04:58;10
Masculino;25-34;0:49:55.49;04:59;10
Masculino;35-39;0:49:57.24;05:00;10
Masculino;60-64;0:49:58.47;05:00;10
Masculino;25-34;0:50:02.24;05:00;10
Masculino;25-34;0:50:06.49;05:01;10
Masculino;60-64;0:50:08.11;05:01;10
Masculino;40-44;0:50:08.74;05:01;10
Feminino;35-39;0:50:14.65;05:01;10
Masculino;25-34;0:50:15.25;05:02;10
Feminino;45-49;0:50:22.28;05:02;10
Masculino;50-54;0:50:26.29;05:02;10
Masculino;25-34;0:50:26.52;05:02;10
Masculino;35-39;0:50:28.03;05:03;10
Masculino;60-64;0:50:34.43;05:04;10
Masculino;35-39;0:50:36.42;05:04;10
Masculino;35-39;0:50:38.06;05:04;10
Masculino;25-34;0:50:38.55;05:04;10
Masculino;35-39;0:50:40.43;05:04;10
Masculino;45-49;0:50:45.43;05:05;10
Masculino;25-34;0:50:46.65;05:05;10
Masculino;60-64;0:50:51.43;05:05;10
Feminino;50-54;0:50:52.83;05:05;10
Masculino;50-54;0:50:54.15;05:05;10
Feminino;60-64;0:50:59.62;05:06;10
Masculino;40-44;0:51:00.43;05:06;10
Feminino;60-64;0:51:07.70;05:07;10
Feminino;25-34;0:51:08.71;05:07;10
Feminino;35-39;0:51:10.57;05:07;10
Masculino;45-49;0:51:11.41;05:07;10
Feminino;40-44;0:51:14.07;05:07;10
Masculino;50-54;0:51:17.01;05:08;10
Masculino;50-54;0:51:17.46;05:08;10
Masculino;40-44;0:51:18.93;05:08;10
Masculino;25-34;0:51:20.03;05:08;10
Masculino;40-44;0:51:23.35;05:08;10
Masculino;25-34;0:51:31.36;05:09;10
Feminino;35-39;0:51:33.91;05:09;10
Masculino;65-69;0:51:34.02;05:10;10
Masculino;60-64;0:51:40.29;05:10;10
Masculino;35-39;0:51:41.35;05:10;10
Masculino;40-44;0:51:45.06;05:11;10
Masculino;65-69;0:51:46.09;05:11;10
Masculino;35-39;0:51:49.26;05:11;10
Masculino;45-49;0:51:50.98;05:11;10
Masculino;25-34;0:51:54.62;05:11;10
Masculino;25-34;0:51:58.34;05:12;10
Masculino;25-34;0:52:02.00;05:12;10
Masculino;35-39;0:52:06.96;05:13;10
Feminino;35-39;0:52:12.66;05:13;10
Feminino;40-44;0:52:13.25;05:13;10
Masculino;50-54;0:52:15.37;05:13;10
Feminino;25-34;0:52:15.39;05:13;10
Masculino;45-49;0:52:27.42;05:14;10
Feminino;50-54;0:52:34.21;05:16;10
Masculino;25-34;0:52:37.87;05:16;10
Masculino;35-39;0:52:43.85;05:16;10
Masculino;50-54;0:52:44.64;05:16;10
Masculino;50-54;0:52:45.82;05:17;10
Masculino;35-39;0:52:45.92;05:17;10
Masculino;50-54;0:52:49.38;05:17;10
Feminino;25-34;0:52:51.99;05:17;10
Masculino;25-34;0:52:52.04;05:17;10
Feminino;18-24;0:52:53.08;05:17;10
Masculino;35-39;0:52:58.13;05:18;10
Masculino;25-34;0:52:59.72;05:18;10
Masculino;45-49;0:53:01.75;05:18;10
Feminino;45-49;0:53:01.99;05:18;10
Masculino;25-34;0:53:04.03;05:19;10
Masculino;25-34;0:53:06.54;05:19;10
Masculino;18-24;0:53:08.38;05:19;10
Masculino;50-54;0:53:09.02;05:19;10
Masculino;45-49;0:53:09.45;05:19;10
Masculino;55-59;0:53:14.33;05:19;10
Masculino;25-34;0:53:17.23;05:20;10
Feminino;25-34;0:53:18.44;05:20;10
Masculino;35-39;0:53:23.92;05:20;10
Feminino;25-34;0:53:27.08;05:21;10
Masculino;45-49;0:53:27.71;05:21;10
Masculino;40-44;0:53:28.54;05:21;10
Masculino;60-64;0:53:31.72;05:21;10
Masculino;35-39;0:53:34.12;05:22;10
Masculino;35-39;0:53:34.39;05:22;10
Masculino;50-54;0:53:35.06;05:22;10
Masculino;25-34;0:53:35.52;05:22;10
Masculino;50-54;0:53:35.57;05:22;10
Feminino;55-59;0:53:36.28;05:22;10
Masculino;60-64;0:53:38.72;05:22;10
Masculino;25-34;0:53:40.99;05:22;10
Feminino;40-44;0:53:46.72;05:23;10
Masculino;25-34;0:53:46.90;05:23;10
Masculino;40-44;0:53:47.12;05:23;10
Masculino;60-64;0:53:48.48;05:23;10
Masculino;55-59;0:53:49.65;05:23;10
Masculino;25-34;0:53:50.69;05:23;10
Masculino;35-39;0:53:57.06;05:24;10
Masculino;35-39;0:53:57.57;05:24;10
Masculino;40-44;0:54:00.39;05:24;10
Feminino;25-34;0:54:02.24;05:24;10
Feminino;50-54;0:54:02.38;05:24;10
Masculino;45-49;0:54:06.06;05:25;10
Masculino;55-59;0:54:08.23;05:25;10
Masculino;35-39;0:54:09.95;05:25;10
Masculino;25-34;0:54:10.52;05:25;10
Masculino;50-54;0:54:11.22;05:25;10
Feminino;45-49;0:54:11.25;05:25;10
Masculino;35-39;0:54:13.53;05:25;10
Masculino;60-64;0:54:17.88;05:26;10
Masculino;25-34;0:54:20.24;05:26;10
Masculino;25-34;0:54:20.53;05:26;10
Masculino;25-34;0:54:21.17;05:26;10
Masculino;35-39;0:54:21.63;05:26;10
Masculino;25-34;0:54:22.18;05:26;10
Feminino;35-39;0:54:28.16;05:27;10
Masculino;45-49;0:54:29.09;05:27;10
Masculino;50-54;0:54:31.58;05:27;10
Masculino;40-44;0:54:33.31;05:28;10
Masculino;40-44;0:54:33.74;05:28;10
Feminino;45-49;0:54:34.48;05:28;10
Masculino;18-24;0:54:38.94;05:28;10
Masculino;45-49;0:54:42.95;05:28;10
Masculino;45-49;0:54:43.36;05:28;10
Masculino;45-49;0:54:43.85;05:28;10
Feminino;40-44;0:54:43.86;05:28;10
Masculino;55-59;0:54:44.10;05:28;10
Feminino;35-39;0:54:48.96;05:29;10
Feminino;35-39;0:54:49.89;05:29;10
Masculino;25-34;0:54:50.04;05:29;10
Masculino;35-39;0:54:51.95;05:29;10
Feminino;35-39;0:54:52.53;05:29;10
Masculino;40-44;0:54:58.01;05:30;10
Masculino;25-34;0:54:58.43;05:30;10
Feminino;40-44;0:54:59.68;05:30;10
Feminino;55-59;0:55:00.05;05:30;10
Masculino;35-39;0:55:02.41;05:30;10
Feminino;35-39;0:55:05.45;05:31;10
Masculino;35-39;0:55:10.61;05:31;10
Masculino;35-39;0:55:11.49;05:31;10
Masculino;35-39;0:55:14.21;05:31;10
Feminino;25-34;0:55:15.68;05:31;10
Masculino;60-64;0:55:16.31;05:32;10
Feminino;25-34;0:55:18.72;05:32;10
Masculino;45-49;0:55:19.64;05:32;10
Masculino;35-39;0:55:20.09;05:32;10
Feminino;25-34;0:55:20.17;05:32;10
Masculino;25-34;0:55:24.25;05:32;10
Masculino;45-49;0:55:29.54;05:33;10
Masculino;40-44;0:55:30.36;05:33;10
Masculino;35-39;0:55:33.72;05:34;10
Feminino;55-59;0:55:37.63;05:34;10
Masculino;60-64;0:55:38.34;05:34;10
Masculino;35-39;0:55:39.04;05:34;10
Masculino;60-64;0:55:42.46;05:34;10
Feminino;40-44;0:55:42.67;05:34;10
Masculino;25-34;0:55:43.39;05:34;10
Masculino;25-34;0:55:45.22;05:35;10
Feminino;40-44;0:55:47.23;05:35;10
Feminino;25-34;0:55:49.74;05:35;10
Feminino;35-39;0:55:51.38;05:35;10
Masculino;50-54;0:55:54.33;05:35;10
Masculino;18-24;0:55:55.21;05:35;10
Masculino;25-34;0:55:56.71;05:35;10
Feminino;25-34;0:55:57.22;05:36;10
Feminino;25-34;0:55:58.25;05:36;10
Masculino;35-39;0:56:08.93;05:37;10
Masculino;50-54;0:56:09.34;05:37;10
Feminino;55-59;0:56:10.56;05:37;10
Masculino;40-44;0:56:11.02;05:37;10
Masculino;60-64;0:56:11.10;05:37;10
Masculino;60-64;0:56:11.27;05:37;10
Feminino;40-44;0:56:12.67;05:37;10
Masculino;25-34;0:56:12.98;05:37;10
Masculino;25-34;0:56:13.45;05:37;10
Masculino;18-24;0:56:15.26;05:37;10
Masculino;25-34;0:56:15.65;05:37;10
Feminino;25-34;0:56:17.18;05:38;10
Masculino;35-39;0:56:17.26;05:38;10
Masculino;60-64;0:56:19.39;05:38;10
Masculino;65-69;0:56:19.86;05:38;10
Masculino;55-59;0:56:20.49;05:38;10
Masculino;18-24;0:56:21.02;05:38;10
Masculino;45-49;0:56:21.25;05:38;10
Feminino;45-49;0:56:21.58;05:38;10
Masculino;40-44;0:56:22.03;05:38;10
Masculino;65-69;0:56:22.43;05:38;10
Masculino;40-44;0:56:25.13;05:38;10
Feminino;35-39;0:56:26.11;05:38;10
Feminino;45-49;0:56:26.35;05:38;10
Feminino;35-39;0:56:31.41;05:39;10
Masculino;35-39;0:56:32.16;05:39;10
Masculino;35-39;0:56:32.46;05:39;10
Feminino;45-49;0:56:34.11;05:40;10
Feminino;45-49;0:56:34.54;05:40;10
Masculino;45-49;0:56:35.95;05:40;10
Feminino;35-39;0:56:38.32;05:40;10
Masculino;55-59;0:56:43.24;05:40;10
Masculino;60-64;0:56:44.75;05:40;10
Masculino;35-39;0:56:45.08;05:41;10
Masculino;40-44;0:56:45.21;05:41;10
Masculino;45-49;0:56:45.80;05:41;10
Masculino;40-44;0:56:49.22;05:41;10
Masculino;60-64;0:56:53.32;05:41;10
Masculino;55-59;0:56:55.95;05:41;10
Masculino;45-49;0:56:57.61;05:42;10
Masculino;18-24;0:57:00.15;05:42;10
Masculino;55-59;0:57:02.51;05:42;10
Masculino;25-34;0:57:02.57;05:42;10
Masculino;40-44;0:57:04.54;05:43;10
Feminino;35-39;0:57:05.69;05:43;10
Masculino;25-34;0:57:07.19;05:43;10
Masculino;55-59;0:57:08.51;05:43;10
Feminino;25-34;0:57:10.71;05:43;10
Masculino;45-49;0:57:12.73;05:43;10
Masculino;55-59;0:57:13.95;05:43;10
Feminino;35-39;0:57:16.27;05:44;10
Masculino;40-44;0:57:16.53;05:44;10
Feminino;40-44;0:57:16.84;05:44;10
Masculino;65-69;0:57:17.48;05:44;10
Masculino;40-44;0:57:21.57;05:44;10
Masculino;40-44;0:57:22.71;05:44;10
Masculino;60-64;0:57:23.30;05:44;10
Feminino;25-34;0:57:23.50;05:44;10
Masculino;35-39;0:57:27.01;05:44;10
Masculino;60-64;0:57:27.88;05:44;10
Feminino;18-24;0:57:28.61;05:45;10
Masculino;35-39;0:57:29.35;05:45;10
Masculino;25-34;0:57:29.61;05:45;10
Masculino;35-39;0:57:31.44;05:45;10
Masculino;25-34;0:57:32.29;05:45;10
Masculino;65-69;0:57:32.41;05:45;10
Feminino;40-44;0:57:34.44;05:46;10
Feminino;60-64;0:57:36.27;05:46;10
Masculino;25-34;0:57:37.89;05:46;10
Feminino;25-34;0:57:38.62;05:46;10
Feminino;35-39;0:57:42.14;05:46;10
Feminino;40-44;0:57:43.65;05:46;10
Masculino;45-49;0:57:44.79;05:46;10
Feminino;60-64;0:57:45.08;05:47;10
Masculino;45-49;0:57:45.10;05:47;10
Masculino;25-34;0:57:48.75;05:47;10
Feminino;25-34;0:57:49.69;05:47;10
Masculino;45-49;0:57:51.68;05:47;10
Masculino;35-39;0:57:52.74;05:47;10
Masculino;35-39;0:57:52.84;05:47;10
Feminino;35-39;0:57:54.05;05:47;10
Feminino;35-39;0:57:55.78;05:47;10
Feminino;25-34;0:57:58.01;05:48;10
Masculino;25-34;0:57:58.47;05:48;10
Masculino;50-54;0:57:59.63;05:48;10
Masculino;35-39;0:57:59.74;05:48;10
Feminino;25-34;0:58:03.26;05:48;10
Masculino;55-59;0:58:03.56;05:48;10
Masculino;35-39;0:58:03.79;05:48;10
Masculino;40-44;0:58:07.07;05:49;10
Masculino;35-39;0:58:11.57;05:49;10
Masculino;25-34;0:58:12.50;05:49;10
Masculino;25-34;0:58:13.21;05:49;10
Masculino;45-49;0:58:13.74;05:49;10
Masculino;45-49;0:58:15.02;05:49;10
Masculino;35-39;0:58:16.31;05:50;10
Masculino;35-39;0:58:16.62;05:50;10
Feminino;10K-PRFF;0:58:17.38;05:50;10
Masculino;40-44;0:58:17.72;05:50;10
Masculino;35-39;0:58:27.61;05:51;10
Masculino;18-24;0:58:27.77;05:51;10
Masculino;35-39;0:58:28.07;05:51;10
Masculino;50-54;0:58:28.24;05:51;10
Masculino;35-39;0:58:32.07;05:51;10
Masculino;35-39;0:58:33.10;05:52;10
Feminino;35-39;0:58:33.11;05:52;10
Masculino;45-49;0:58:33.35;05:52;10
Feminino;40-44;0:58:34.99;05:52;10
Masculino;40-44;0:58:35.10;05:52;10
Feminino;40-44;0:58:36.18;05:52;10
Masculino;18-24;0:58:37.73;05:52;10
Masculino;25-34;0:58:37.91;05:52;10
Masculino;70-74;0:58:39.10;05:52;10
Masculino;60-64;0:58:42.46;05:52;10
Feminino;50-54;0:58:44.40;05:52;10
Masculino;50-54;0:58:44.72;05:52;10
Feminino;35-39;0:58:47.70;05:53;10
Feminino;25-34;0:58:50.40;05:53;10
Feminino;35-39;0:58:51.40;05:53;10
Masculino;18-24;0:58:51.50;05:53;10
Masculino;35-39;0:58:51.77;05:53;10
Feminino;18-24;0:58:53.15;05:53;10
Feminino;50-54;0:58:53.48;05:53;10
Feminino;25-34;0:58:54.11;05:53;10
Feminino;25-34;0:58:55.59;05:53;10
Masculino;40-44;0:58:56.28;05:53;10
Masculino;35-39;0:58:59.24;05:54;10
Masculino;50-54;0:58:59.54;05:54;10
Feminino;25-34;0:59:00.01;05:54;10
Masculino;55-59;0:59:00.05;05:54;10
Masculino;25-34;0:59:08.43;05:55;10
Masculino;25-34;0:59:09.65;05:55;10
Feminino;25-34;0:59:10.44;05:55;10
Masculino;45-49;0:59:11.79;05:55;10
Masculino;40-44;0:59:11.91;05:55;10
Masculino;45-49;0:59:12.61;05:55;10
Masculino;35-39;0:59:13.34;05:55;10
Feminino;25-34;0:59:14.32;05:55;10
Feminino;25-34;0:59:15.48;05:55;10
Masculino;40-44;0:59:17.43;05:56;10
Masculino;60-64;0:59:19.64;05:56;10
Masculino;50-54;0:59:21.83;05:56;10
Masculino;40-44;0:59:22.39;05:56;10
Masculino;35-39;0:59:27.10;05:56;10
Feminino;25-34;0:59:29.04;05:57;10
Feminino;25-34;0:59:32.21;05:57;10
Masculino;35-39;0:59:32.43;05:57;10
Feminino;35-39;0:59:33.53;05:58;10
Masculino;35-39;0:59:33.74;05:58;10
Feminino;25-34;0:59:37.47;05:58;10
Masculino;35-39;0:59:38.10;05:58;10
Masculino;45-49;0:59:38.32;05:58;10
Masculino;55-59;0:59:39.93;05:58;10
Masculino;35-39;0:59:42.34;05:58;10
Feminino;10K-PRFF;0:59:42.82;05:58;10
Masculino;25-34;0:59:45.70;05:59;10
Masculino;25-34;0:59:46.03;05:59;10
Masculino;70-74;0:59:46.72;05:59;10
Masculino;40-44;0:59:49.16;05:59;10
Masculino;45-49;0:59:51.18;05:59;10
Feminino;45-49;0:59:51.49;05:59;10
Masculino;45-49;0:59:52.00;05:59;10
Masculino;35-39;0:59:59.89;06:00;10
Feminino;40-44;1:00:00.11;06:00;10
Feminino;40-44;1:00:00.66;06:00;10
Masculino;35-39;1:00:01.66;06:00;10
Masculino;45-49;1:00:02.15;06:00;10
Masculino;35-39;1:00:05.47;06:01;10
Masculino;55-59;1:00:06.25;06:01;10
Feminino;65-69;1:00:08.24;06:01;10
Masculino;25-34;1:00:10.21;06:01;10
Feminino;45-49;1:00:10.90;06:01;10
Masculino;40-44;1:00:14.52;06:01;10
Feminino;25-34;1:00:14.71;06:01;10
Feminino;40-44;1:00:15.69;06:01;10
Feminino;35-39;1:00:22.51;06:02;10
Masculino;25-34;1:00:24.37;06:02;10
Feminino;25-34;1:00:27.37;06:02;10
Feminino;45-49;1:00:29.85;06:03;10
Masculino;40-44;1:00:31.05;06:03;10
Masculino;35-39;1:00:32.96;06:03;10
Masculino;60-64;1:00:35.02;06:04;10
Masculino;40-44;1:00:36.93;06:04;10
Feminino;25-34;1:00:40.00;06:04;10
Masculino;40-44;1:00:43.41;06:04;10
Feminino;35-39;1:00:44.08;06:04;10
Masculino;60-64;1:00:44.58;06:04;10
Masculino;40-44;1:00:49.42;06:05;10
Feminino;35-39;1:00:50.64;06:05;10
Masculino;50-54;1:00:50.69;06:05;10
Masculino;25-34;1:00:51.21;06:05;10
Masculino;50-54;1:00:51.24;06:05;10
Masculino;35-39;1:00:51.85;06:05;10
Masculino;25-34;1:00:53.39;06:05;10
Masculino;40-44;1:00:53.78;06:05;10
Feminino;50-54;1:01:02.01;06:06;10
Masculino;25-34;1:01:06.62;06:07;10
Feminino;45-49;1:01:09.18;06:07;10
Feminino;18-24;1:01:10.80;06:07;10
Masculino;25-34;1:01:11.54;06:07;10
Feminino;45-49;1:01:14.17;06:07;10
Feminino;45-49;1:01:15.36;06:07;10
Masculino;65-69;1:01:15.76;06:07;10
Feminino;25-34;1:01:16.71;06:08;10
Feminino;45-49;1:01:17.56;06:08;10
Masculino;65-69;1:01:20.25;06:08;10
Masculino;35-39;1:01:22.82;06:08;10
Masculino;35-39;1:01:24.39;06:08;10
Feminino;45-49;1:01:28.27;06:09;10
Masculino;45-49;1:01:28.92;06:09;10
Feminino;35-39;1:01:31.66;06:09;10
Feminino;45-49;1:01:35.08;06:10;10
Masculino;40-44;1:01:35.90;06:10;10
Masculino;40-44;1:01:40.82;06:10;10
Masculino;70-74;1:01:41.41;06:10;10
Masculino;45-49;1:01:44.28;06:10;10
Masculino;18-24;1:01:44.70;06:10;10
Feminino;18-24;1:01:51.88;06:11;10
Masculino;35-39;1:01:52.41;06:11;10
Feminino;50-54;1:01:52.57;06:11;10
Masculino;25-34;1:01:56.76;06:11;10
Feminino;10K-PRFF;1:01:59.89;06:12;10
Feminino;25-34;1:02:02.48;06:12;10
Feminino;45-49;1:02:02.89;06:12;10
Masculino;35-39;1:02:03.82;06:12;10
Masculino;55-59;1:02:04.15;06:13;10
Masculino;40-44;1:02:04.20;06:13;10
Masculino;45-49;1:02:06.74;06:13;10
Masculino;35-39;1:02:07.51;06:13;10
Feminino;40-44;1:02:08.02;06:13;10
Feminino;25-34;1:02:08.37;06:13;10
Masculino;35-39;1:02:09.46;06:13;10
Masculino;35-39;1:02:12.14;06:13;10
Feminino;25-34;1:02:12.33;06:13;10
Feminino;35-39;1:02:13.43;06:13;10
Feminino;40-44;1:02:13.46;06:13;10
Feminino;35-39;1:02:15.78;06:13;10
Masculino;50-54;1:02:17.06;06:14;10
Masculino;35-39;1:02:18.37;06:14;10
Masculino;35-39;1:02:18.52;06:14;10
Masculino;40-44;1:02:20.72;06:14;10
Masculino;25-34;1:02:21.30;06:14;10
Feminino;35-39;1:02:22.23;06:14;10
Masculino;40-44;1:02:22.98;06:14;10
Masculino;50-54;1:02:24.02;06:14;10
Feminino;18-24;1:02:25.48;06:14;10
Feminino;25-34;1:02:26.90;06:14;10
Feminino;25-34;1:02:35.53;06:16;10
Feminino;35-39;1:02:36.39;06:16;10
Masculino;50-54;1:02:36.87;06:16;10
Feminino;25-34;1:02:37.70;06:16;10
Masculino;25-34;1:02:41.57;06:16;10
Masculino;35-39;1:02:41.68;06:16;10
Masculino;40-44;1:02:42.28;06:16;10
Masculino;35-39;1:02:42.55;06:16;10
Masculino;40-44;1:02:44.71;06:16;10
Feminino;40-44;1:02:45.88;06:17;10
Masculino;50-54;1:02:48.92;06:17;10
Feminino;25-34;1:02:49.65;06:17;10
Masculino;40-44;1:02:49.92;06:17;10
Feminino;25-34;1:02:49.96;06:17;10
Feminino;25-34;1:02:50.49;06:17;10
Masculino;35-39;1:02:51.86;06:17;10
Masculino;45-49;1:02:52.72;06:17;10
Feminino;25-34;1:02:53.60;06:17;10
Masculino;40-44;1:02:54.37;06:17;10
Masculino;55-59;1:02:54.71;06:17;10
Masculino;40-44;1:02:54.95;06:17;10
Feminino;40-44;1:02:55.35;06:17;10
Masculino;40-44;1:02:59.34;06:18;10
Feminino;25-34;1:03:00.19;06:18;10
Masculino;55-59;1:03:01.02;06:18;10
Masculino;60-64;1:03:02.94;06:18;10
Masculino;40-44;1:03:03.99;06:18;10
Masculino;25-34;1:03:04.36;06:19;10
Feminino;45-49;1:03:09.15;06:19;10
Masculino;25-34;1:03:10.51;06:19;10
Feminino;25-34;1:03:10.94;06:19;10
Feminino;25-34;1:03:12.74;06:19;10
Masculino;25-34;1:03:13.69;06:19;10
Feminino;45-49;1:03:14.42;06:19;10
Feminino;40-44;1:03:14.87;06:19;10
Feminino;45-49;1:03:19.68;06:20;10
Masculino;25-34;1:03:22.12;06:20;10
Masculino;25-34;1:03:23.20;06:20;10
Feminino;35-39;1:03:24.15;06:20;10
Masculino;40-44;1:03:24.64;06:20;10
Masculino;25-34;1:03:25.35;06:20;10
Masculino;25-34;1:03:26.01;06:20;10
Masculino;55-59;1:03:28.55;06:21;10
Masculino;40-44;1:03:28.82;06:21;10
Masculino;25-34;1:03:30.25;06:21;10
Masculino;25-34;1:03:31.05;06:21;10
Feminino;35-39;1:03:37.11;06:22;10
Masculino;40-44;1:03:40.05;06:22;10
Feminino;45-49;1:03:41.49;06:22;10
Feminino;45-49;1:03:42.62;06:22;10
Feminino;25-34;1:03:44.38;06:22;10
Masculino;60-64;1:03:45.51;06:23;10
Masculino;55-59;1:03:46.19;06:23;10
Feminino;40-44;1:03:46.78;06:23;10
Feminino;45-49;1:03:48.66;06:23;10
Masculino;60-64;1:03:50.78;06:23;10
Masculino;40-44;1:03:51.08;06:23;10
Masculino;25-34;1:03:53.14;06:23;10
Feminino;25-34;1:03:54.39;06:23;10
Feminino;25-34;1:03:55.65;06:23;10
Feminino;25-34;1:03:55.82;06:23;10
Masculino;40-44;1:03:58.21;06:24;10
Masculino;18-24;1:03:58.88;06:24;10
Feminino;40-44;1:04:00.96;06:24;10
Masculino;25-34;1:04:01.62;06:24;10
Masculino;25-34;1:04:01.74;06:24;10
Feminino;35-39;1:04:02.23;06:24;10
Feminino;25-34;1:04:03.20;06:24;10
Masculino;25-34;1:04:03.22;06:24;10
Masculino;35-39;1:04:03.68;06:24;10
Feminino;25-34;1:04:04.43;06:25;10
Masculino;35-39;1:04:09.68;06:25;10
Masculino;40-44;1:04:10.32;06:25;10
Masculino;40-44;1:04:16.07;06:26;10
Masculino;25-34;1:04:16.94;06:26;10
Feminino;40-44;1:04:17.34;06:26;10
Masculino;25-34;1:04:17.88;06:26;10
Masculino;18-24;1:04:18.65;06:26;10
Feminino;40-44;1:04:20.14;06:26;10
Masculino;25-34;1:04:20.63;06:26;10
Masculino;35-39;1:04:24.32;06:26;10
Feminino;45-49;1:04:26.06;06:26;10
Masculino;40-44;1:04:26.47;06:26;10
Feminino;35-39;1:04:26.68;06:26;10
Masculino;25-34;1:04:27.46;06:26;10
Feminino;55-59;1:04:27.73;06:26;10
Feminino;55-59;1:04:27.83;06:26;10
